id,start,end,emotion,valence,arousal,dominance,transcription
Ses03M_impro04_M020,161.38,165.07,fru,2.0,2.0,2.5,"No.  I'm not going to...yeah, they'd laugh in my face."
Ses03M_impro04_M021,170.6,174.52,fru,2.5,3.0,3.0,No. I got a sixteen hundred on my S.A.T..
Ses03M_impro04_M022,177.74,181.84,fru,3.0,2.5,2.0,I'm freaking----typing sixty words a minute.
Ses03M_impro04_M023,183.12,190.55,fru,2.5,3.0,3.0,"Sixty words.  Sixty words a minute.  Hey how are you doing Mr. Smith?  Oh, you know, it's just like God, I just want to shoot you Mr. Smith."
Ses03M_impro04_M024,193.52,196.48,neu,3.0,2.5,1.5,Yeah.  It's alright.  But--
Ses03M_impro04_M025,196.66,198.77,fru,2.5,2.5,2.5,I'm not cut to be a receptionist.
Ses03M_impro04_M026,199.75,201.27,sad,2.5,1.5,1.5,No.
Ses03M_impro04_M027,201.52,205.9,fru,3.0,2.0,2.5,"Oh yeah.  I will be a full time receptionist.  Harvard degree, sixteen hundred on my S.A.T.--"
Ses03M_impro04_M028,206.4975,209.77,fru,2.5,2.0,2.0,--you know? Head of the Science Club.
Ses03M_impro04_M029,211.24,214.08,fru,2.0,3.0,3.5,"That's what I've been doing, temporary things"
Ses03M_impro04_M030,220.38,221.9175,sad,2.5,1.5,2.0,Maybe I'll just kill myself.
Ses03M_impro04_M031,225.4,227.06,sad,2.0,1.5,1.5,I was just joking...
Ses03M_impro04_M032,227.68,230.37,xxx,2.0,1.5,2.0,I don't know.
Ses03M_impro04_M033,241.62,246.48,fru,3.0,3.0,2.5,Yeah.  I--they said Brian you're too smart.  You don't need us.
Ses03M_impro04_M034,246.505,249.7,fru,2.5,3.0,2.5,Go out and take over the world by yourself and I'm like what?
Ses03M_impro04_M035,255.77,262.57,fru,2.0,3.0,3.0,"I don't know.  I don't know.  I know I'm just going to have to keep on looking, keep on searching-"
Ses03M_impro04_M036,263.3,271.57,fru,2.0,3.0,3.0,"and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job."
Ses03M_impro04_M037,274.6,277.78,fru,2.5,2.0,2.5,Yeah.  I got eighteen hundred on my S.A.T..
Ses03M_impro04_M038,279.88,282.21,neu,3.5,2.0,2.0,Same difference.
Ses03M_impro04_M039,282.84,285.58,xxx,3.5,2.5,2.5,Twenty-one hundred on my S.A.T..
Ses03M_impro04_M040,287.81,292.9,fru,3.5,3.0,3.0,But I'm doomed.  Yeah I got so good I was over twenty one hundred.  Now what am I doing?
Ses03M_impro04_M041,292.99,298.55,hap,4.5,3.5,2.0,"Like, wow you're really smart we're going to give you an extra [GARBAGE]."
Ses03M_impro07_F000,5.45,7.98,hap,4.0,3.5,3.0,Hey.  How's it going?  I haven't seen you in awhile.
Ses03M_impro07_F001,9.64,11.6,hap,4.0,3.0,3.0,What's going on Joe?
Ses03M_impro07_F002,16.45,17.89,xxx,3.0,3.0,2.5,Um--
Ses03M_impro07_F003,18.77,24.835,sur,4.5,4.0,3.5,No way. Are you serious? Oh my God.  Congratulations. I'm so excited.
Ses03M_impro07_F004,26.91,29.83,sur,2.5,4.0,3.5,No.  You didn't get into production.  There's no way.
Ses03M_impro07_F005,31.64,38.71,sur,4.0,4.0,4.0,I know.  Oh my God.  Oh my God Joe I am so happy for you.  Well you know what that means?
Ses03M_impro07_F006,39.28,45.725,exc,5.0,4.5,4.5,You're going to be here and I'm going to be in LA so we can be together now.  I mean we can be in the same city.
Ses03M_impro07_F007,45.92,48.36,exc,4.5,4.0,4.0,We can party.  We can have fun.
Ses03M_impro07_F008,50.62,53.06,hap,4.0,3.0,3.0,Yeah.  Hopefully it won't be like high school.
Ses03M_impro07_F009,53.81,60.64,exc,4.0,4.0,4.0,"Oh man I am so proud of you, that is...how did you get...I mean what did you do?  How did you find out or what...?"
Ses03M_impro07_F010,73.7,75.255,hap,3.5,3.0,2.5,Oh man.
Ses03M_impro07_F011,81.0,85.07,hap,3.0,3.5,3.0,Did you say yes yet?  I mean have you sent in your answer?
Ses03M_impro07_F012,86.77,88.37,hap,3.5,3.5,2.5,All right.
Ses03M_impro07_F013,88.99,97.0,hap,4.0,3.0,3.0,"This is so great, you know, because I gone fit on downtown so I'm going to be like right here.  I think I'm going to be living at City Lights downtown."
Ses03M_impro07_F014,98.78,101.55,hap,3.5,3.0,2.5,"Yeah, it really is."
Ses03M_impro07_F015,104.82,107.33,xxx,3.5,4.0,3.0,God hopefully.
Ses03M_impro07_F016,107.74,111.64,exc,4.0,3.0,3.0,Man I'm just so happy for you.  I just--
Ses03M_impro07_F017,111.91,116.27,hap,4.0,4.0,3.5,"Well, I'm happy for you but I'm happy for me cause that means you're going to stay."
Ses03M_impro07_F018,120.71,124.11,exc,4.0,4.0,3.5,Oh great. I would love to go.
Ses03M_impro07_F019,125.51,127.85,hap,4.0,3.5,3.0,Mmmm some miso soup.
Ses03M_impro07_F020,132.02,133.89,xxx,4.0,3.0,2.5,Ah man.
Ses03M_impro07_F021,134.87,142.26,xxx,3.5,3.5,3.0,Yeah. Did you...I mean do send in like how long after you send in your application did you hear?
Ses03M_impro07_F022,149.27,150.76,xxx,3.5,2.0,2.5,You were like...
Ses03M_impro07_F023,150.97,154.26,neu,4.5,4.5,1.5,Oh my God.  I am so proud of you.
Ses03M_impro07_M000,4.3659,5.81,xxx,5.0,4.0,1.5,Hey.
Ses03M_impro07_M001,7.63,9.35,xxx,5.0,4.5,1.5,Pretty good Susanna.
Ses03M_impro07_M002,12.42,17.0,exc,5.0,5.0,2.0,Guess who got into U.S.C.?
Ses03M_impro07_M003,17.14,21.0,exc,5.5,5.0,2.0,"Me. Yeah, I did."
Ses03M_impro07_M004,21.04,22.41,exc,5.0,5.0,2.0,Yeah.
Ses03M_impro07_M005,22.63,24.52,exc,5.0,4.5,1.5,I got into the...
Ses03M_impro07_M006,24.5925,27.41,exc,5.0,4.5,2.0,I got into cinema production.
Ses03M_impro07_M007,27.9125,28.4975,exc,5.0,5.0,2.0,Yeah.
Ses03M_impro07_M008,29.42,33.34,exc,4.5,5.0,2.0,No.  It's like it's harder than getting into Harvard.
Ses03M_impro07_M009,38.27,39.77,neu,5.0,4.0,1.5,What does that mean?
Ses03M_impro07_M010,45.47,47.15,exc,5.5,5.0,2.0,Holy shit...
Ses03M_impro07_M011,47.91,50.96,exc,5.0,5.0,1.5,This will be like high school but even better.
Ses03M_impro07_M012,60.26,66.5775,xxx,5.0,4.5,1.5,I-I came home and my mom was like Joe uh-
Ses03M_impro07_M013,66.62,74.82,exc,5.5,5.0,2.0,"I have some bad news.  I was like what?  She's like not really you got into U.S.C. and I was like, I was like oh my God.  I was about to tear my own hair out."
Ses03M_impro07_M014,74.89,81.26,hap,5.0,4.5,2.0,Yeah.  This is so crazy.  I mean I didn't get into any other school but I got into the school I wanted.
Ses03M_impro07_M015,83.7,87.66,exc,5.0,4.5,2.0,Oh my God the first minute I got it I sent it back in.
Ses03M_impro07_M016,87.82,89.59,exc,5.0,4.5,1.5,So...
Ses03M_impro07_M017,95.47,99.15,exc,5.0,4.5,1.5,This is so exciting.  This is like a new chapter in our lives.
Ses03M_impro07_M018,100.02,107.63,exc,5.0,4.5,1.5,"We're doing what we want to do, then four years later we're going to be working professionals, making money, sipping martinis every day."
Ses03M_impro07_M019,111.19,112.78,exc,5.0,4.5,1.5,Thank you
Ses03M_impro07_M020,115.65,121.05,exc,5.0,5.0,2.0,And tonight my parents want to take me out to sushi and they said I could bring you.
Ses03M_impro07_M021,121.58,122.87,xxx,5.5,5.0,2.0,Yeah.
Ses03M_impro07_M022,123.26,127.07,exc,5.0,5.0,2.0,Yeah and they said get whatever you want and...
Ses03M_impro07_M023,127.28,132.4475,exc,5.0,5.0,2.0,Some miso soup.  You can get whatever.  You can get a vat full of miso soup.  God.
Ses03M_impro07_M024,132.89,135.38,exc,5.0,5.0,2.0,This is going to be so great.  I have so many great ideas.
Ses03M_impro07_M025,140.91,149.56,hap,4.5,5.0,1.5,"It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like..."
Ses03M_impro07_M026,150.13,151.51,xxx,5.0,4.5,1.5,I was struck.
Ses03M_impro06_F000,9.6133,14.6512,sad,3.0,2.0,3.0,How's it going?  How are you feeling?
Ses03M_impro06_F001,19.2023,22.2932,sad,3.5,2.5,2.5,Hanging in there?
Ses03M_impro06_F002,27.9882,31.5658,sad,2.0,2.0,2.5,So sad.
Ses03M_impro06_F003,34.1943,36.7984,sad,3.0,2.0,2.5,Yeah.
Ses03M_impro06_F004,36.8471,40.23,sad,2.0,2.0,3.0,You guys were real close huh?
Ses03M_impro06_F005,53.4939,57.3393,sad,2.0,2.5,4.0,I'm so sorry.
Ses03M_impro06_F006,67.4394,69.5811,xxx,3.0,2.0,3.0,Yeah.
Ses03M_impro06_F007,76.5173,82.7477,sad,2.5,2.5,3.5,What happened?  What went wrong?
Ses03M_impro06_F008,96.6931,98.8348,sad,1.5,2.5,3.5,Oh man.
Ses03M_impro06_F009,100.1004,103.1912,sad,2.0,2.0,3.0,How are they?
Ses03M_impro06_F010,123.8051,132.2016,sad,3.5,2.5,3.5,Yeah.  Like I mean if you need anyone to talk to or anything I'm here for you okay?
Ses03M_impro06_F011,132.9074,136.8014,sad,3.0,2.5,4.0,We're all here for you.
Ses03M_impro06_F012,164.0351,166.3472,sad,3.0,2.0,3.0,I know.
Ses03M_impro06_F013,167.9048,175.1087,sad,2.5,3.0,3.5,just things happen in life and you just...there's just no explanation you know?  We just don't...
Ses03M_impro06_F014,177.1044,179.2704,sad,2.0,2.5,3.0,Yeah.
Ses03M_impro06_F015,180.8037,182.9697,sad,2.0,2.0,3.5,I'm so sorry.
Ses03M_impro06_F016,212.9536,219.8655,sad,3.0,2.5,2.5,"Well now you can follow his footsteps, you know?  Carry out what he wanted to do."
Ses03M_impro06_F017,220.2792,223.6378,sad,3.5,2.5,3.5,Well sure you could.
Ses03M_impro06_F018,228.6513,230.6713,sad,2.5,2.5,3.0,Yeah.
Ses03M_impro06_F019,231.9856,234.9547,sad,2.5,2.0,3.0,I would've loved to.
Ses03M_impro06_F020,240.3577,244.349,sad,1.5,1.5,4.0,Now I can't.
Ses03M_impro06_M000,13.5804,16.6469,sad,3.0,2.0,2.5,I ah--
Ses03M_impro06_M001,17.2553,20.0055,sad,3.5,2.5,2.5,alright.
Ses03M_impro06_M002,21.3927,24.4349,sad,2.5,2.0,3.0,Yeah.
Ses03M_impro06_M003,30.8844,35.1434,sad,2.5,2.0,3.0,It just feels like I was talking to him yesterday.
Ses03M_impro06_M004,40.1813,44.416,sad,2.5,2.5,3.5,He was my only friend growing up.
Ses03M_impro06_M005,44.489,48.8941,sad,2.0,2.0,3.5,no one else would talk to me but he would.
Ses03M_impro06_M006,48.9915,53.5183,sad,2.0,2.5,3.5,He was supposed to be the best man at my wedding.
Ses03M_impro06_M007,57.8747,60.7465,sad,2.5,3.0,3.0,Yeah.
Ses03M_impro06_M008,60.8439,68.7049,sad,3.0,2.5,3.5,You know I was always the one to tell him to be more wild you know?
Ses03M_impro06_M009,68.924,74.4242,sad,2.5,2.5,3.5,And he just took it overboard.
Ses03M_impro06_M010,82.699,88.686,sad,2.0,2.0,3.0,You know a stupid case of drunk driving it's just...
Ses03M_impro06_M011,88.9294,94.2593,sad,2.0,2.5,3.5,"and the worst part of it is that he was in the car with his girlfriend,"
Ses03M_impro06_M012,94.3324,97.4719,sad,1.5,3.0,3.0,his girlfriend got killed too.
Ses03M_impro06_M013,97.5449,100.9765,sad,2.0,2.5,3.5,And the car that he hit was his family.
Ses03M_impro06_M014,103.0452,106.1847,sad,2.0,3.0,3.5,The mother and father died--
Ses03M_impro06_M015,106.3064,111.1739,sad,2.0,2.5,3.0,and the kids are paralyzed in a coma right now.
Ses03M_impro06_M016,112.0501,116.6986,sad,2.5,3.0,3.5,and just going to the funeral it's-
Ses03M_impro06_M017,117.015,121.9555,sad,1.5,3.0,4.5,"-do I miss him or do I hate him, you know?"
Ses03M_impro06_M018,137.9453,142.8858,sad,2.5,2.0,3.0,I was supposed to see him last summer
Ses03M_impro06_M019,143.6889,152.0367,sad,2.5,2.5,4.0,then I got busy with work and stuff and three years go by
Ses03M_impro06_M020,152.3044,156.2958,sad,2.5,1.5,3.5,and then something like this happens you know?
Ses03M_impro06_M021,156.4905,161.4797,sad,2.5,3.0,3.5,I mean I haven't even talked to him on the phone for the past three months.
Ses03M_impro06_M022,161.7717,164.8139,sad,2.0,2.0,3.5,He's supposed to be my best friend.
Ses03M_impro06_M023,175.1087,178.2726,sad,2.0,1.5,3.5,It's so fucked up.
Ses03M_impro06_M024,182.0206,184.6003,sad,3.0,3.5,2.5,Why is that?
Ses03M_impro06_M025,185.4522,189.8573,sad,3.0,2.0,3.5,He was studying to be a doctor.
Ses03M_impro06_M026,190.052,199.5193,sad,2.5,3.0,4.0,"I mean he was...he wanted to help people in poor countries, that is his goal.  He didn't care about the money.  He just wanted to go and help people."
Ses03M_impro06_M027,199.61,204.8248,sad,2.5,2.5,3.0,What the...what am I doing?
Ses03M_impro06_M028,204.8979,208.8892,sad,2.5,3.0,3.5,Working for corporate America?  Wow.
Ses03M_impro06_M029,209.0109,212.8562,sad,2.5,3.0,3.5,He actually wanted to do something.
Ses03M_impro06_M030,219.2327,221.3744,sad,2.5,2.0,3.0,I can't do that.
Ses03M_impro06_M031,224.3922,226.9233,sad,2.5,2.5,3.0,You should've met him.
Ses03M_impro06_M032,227.0694,229.3084,sad,2.5,2.5,3.5,He is the greatest...everyone liked him.
Ses03F_impro08_F000,9.42,11.32,neu,3.0,2.5,2.5,"Hello sir, can I help you?"
Ses03F_impro08_F001,14.49,15.68,neu,3.0,2.5,2.0,I [GARBAGE]
Ses03F_impro08_F002,18.88,24.71,neu,3.0,2.5,3.0,"Yes, sir, I'm very sorry, but we've had some trouble here.  There's been a lot of calls and the system has-"
Ses03F_impro08_F003,24.93,29.75,neu,2.5,2.5,3.5,"Sir, please calm down.  There's no reason to use profanity like that.  It's not-"
Ses03F_impro08_F004,37.44,41.09,neu,3.0,2.0,2.5,"Okay, and this is for Verizon? Your provider?"
Ses03F_impro08_F005,41.1475,47.86,neu,3.0,2.5,3.0,"Well, um- we have a little problem with the system going on.  One of our satellites is down, and I-"
Ses03F_impro08_F006,47.87,50.61,neu,3.0,3.0,3.5,"You're going to have to just be patient with us, sir, as we"
Ses03F_impro08_F007,51.94,54.64,neu,3.0,3.0,3.0,"Well, I know sir, and we all are busy."
Ses03F_impro08_F008,54.64,58.9025,neu,3.0,3.0,2.5,But I'm going to definitely have to- uh--get your contact information
Ses03F_impro08_F009,62.68,69.22,neu,3.0,2.5,4.0,"Okay, well, if you would like, um- we will be turning on the systems in probably about ten hours."
Ses03F_impro08_F010,70.81,81.65,neu,3.5,3.5,4.0,"Sir, I'm very sorry, but this is the way it is.  This- We have no control over it.  It's going to take-  -but you have to be patient with us.  You can use a calling card.  We will give you a free calling card to use."
Ses03F_impro08_F011,81.76,83.845,neu,3.0,3.0,2.5,"Do you have a land line, sir?"
Ses03F_impro08_F012,85.15,90.29,neu,3.0,3.5,3.0,"Okay, well, we will send you- We will reimburse you for the amount of minutes that you-"
Ses03F_impro08_F013,90.29,92.22,neu,3.0,3.0,3.0,-on average would use.
Ses03F_impro08_F014,93.51,98.25,neu,3.0,3.0,3.0,"And we will probably send you a calling card.  I'm very sorry.  You're just going to have to be patient, sir."
Ses03F_impro08_F015,101.07,104.37,neu,2.5,2.5,3.5,"No, we don't just give you things.  We're- we're-"
Ses03F_impro08_F016,104.37,106.63,neu,3.0,2.5,3.0,we compensating you for all your-
Ses03F_impro08_F017,108.56,113.51,fru,2.5,3.0,3.0,"No no, we're not taking anything from you sir.  This is- This is unbeknownst to us.  The problem had just happened."
Ses03F_impro08_F018,113.51,116.35,fru,3.0,3.0,4.0,The satellite-is down in your area.
Ses03F_impro08_F019,119.68,126.01,fru,2.5,3.5,3.5,"No, three days, sir.  It's not three days. It's- It's only been about a day now. Let's not exaggerate."
Ses03F_impro08_F020,126.29,127.61,neu,3.0,3.0,2.5,Three days?
Ses03F_impro08_F021,128.88,129.61,neu,3.0,2.5,3.0,A day?
Ses03F_impro08_F022,131.82,133.93,neu,3.0,2.5,2.5,"I don't know, sir."
Ses03F_impro08_F023,134.11,137.9625,neu,2.5,3.0,2.5,"Oh, well, I'm sorry about that. Umm- We-"
Ses03F_impro08_F024,141.94,144.26,neu,3.5,2.5,3.0,"Well, ten hours worth of minutes--"
Ses03F_impro08_F025,144.28,145.86,neu,3.0,2.5,3.0,is what's going to happen.
Ses03F_impro08_F026,150.7809,152.11,neu,2.5,3.0,3.0,"Sir,"
Ses03F_impro08_F027,152.14,160.33,neu,2.5,3.5,4.0,"what I would like what I'm advising you to do now is just to write down all of your problems that you-you feel that--You know, haven't been addressed, fax it to us-"
Ses03F_impro08_F028,160.46,165.05,neu,3.0,3.0,3.0,and we will take care of it if anything happens.  But all we can do now is ask for your patience.
Ses03F_impro08_F029,165.07,167.755,neu,3.5,3.5,3.5,Okay? Thank you for calling.  Goodbye.
Ses03F_impro08_M000,4.92,9.77,ang,1.5,3.5,4.5,"Hey, you stupid dumb shit machine, give me a fucking operator, huh?"
Ses03F_impro08_M001,10.75,14.73,xxx,1.5,3.5,4.5,"Yeah, I've been on the-with the machine for like thirty minutes--"
Ses03F_impro08_M002,14.73,19.27,xxx,2.0,4.0,4.5,"trying to get an answer, and no one's given me an answer.  So what are you going to do about it?"
Ses03F_impro08_M003,23.28,26.11,xxx,1.5,4.0,4.5,"Fuck, do you think I have all day?  Jesus"
Ses03F_impro08_M004,29.48,38.02,fru,1.5,3.5,4.5,"Fine, sorry.  Okay, my phone's been on the fritz for like three days.  I can't get any incoming calls. What- What is going on?"
Ses03F_impro08_M005,39.5,40.75,xxx,2.5,3.5,4.0,Yeah.
Ses03F_impro08_M006,47.79,52.77,ang,1.5,4.5,4.5,You know what?  I'm just going to- Patient?  I'm a busy man.
Ses03F_impro08_M007,56.8557,58.79,ang,2.5,3.0,3.0,"-have to, have to what?"
Ses03F_impro08_M008,58.79,63.87,ang,1.5,4.5,4.5,What?  It's my phone.  You can't even call me on it. I don't have another phone.
Ses03F_impro08_M009,68.69,71.58,ang,1.5,3.5,4.5,What?  Are you kidding me?
Ses03F_impro08_M010,73.77,76.9,ang,1.5,3.5,4.0,"Oh, my God."
Ses03F_impro08_M011,76.99,81.6925,ang,2.0,2.5,3.5,I- I'm going to kill myself right now.
Ses03F_impro08_M012,81.75,83.41,ang,3.0,2.5,2.5,A free calling card?
Ses03F_impro08_M013,83.4875,85.5425,xxx,2.5,3.0,3.0,"No, I don't have a land line."
Ses03F_impro08_M014,90.305,93.8825,ang,2.5,3.0,3.5,"That's it? Okay, yeah.  What else?"
Ses03F_impro08_M015,97.5,101.72,ang,2.5,3.5,3.5,"Okay, I need more than this.  Are you going to give me a little bit more?"
Ses03F_impro08_M016,104.76,109.39,fru,2.0,3.0,3.5,So you take things from me and you expect me just to wait around.
Ses03F_impro08_M017,113.73,120.4,fru,1.5,3.0,4.0,"Okay, so you think you're going to-  -get me back some minutes, and that's going to make up for three days of business that I lost?  Okay, great."
Ses03F_impro08_M018,123.38,126.21,fru,2.5,2.5,3.0,"No, it's been--three days."
Ses03F_impro08_M019,126.28,129.095,fru,2.5,3.0,2.5,"Fine, it's been a day.  Okay?"
Ses03F_impro08_M020,129.33,132.47,xxx,3.0,2.5,3.5,A day's worth of business.  You know how much I make in a day?
Ses03F_impro08_M021,132.51,134.5925,neu,3.0,2.5,3.5,About three million dollars.
Ses03F_impro08_M022,137.3,140.97,xxx,2.5,3.0,3.5,"So, you're going to give me back ten dollars worth of minutes--"
Ses03F_impro08_M023,141.03,143.26,xxx,2.5,2.0,2.5,-to make up the three million dollars.
Ses03F_impro08_M024,145.25,150.35,xxx,3.0,2.5,3.0,"Ten hours? So, basically, a day's worth of minutes which I pay forty dollars a month from it."
Ses03F_impro08_M025,150.38,153.0165,xxx,2.5,2.5,3.0,So you're giving me a dollar back.
Ses03F_impro08_M026,157.11,160.24,fru,2.0,2.5,3.0,"Oh, my God."
Ses03M_impro02_F000,5.8897,8.6953,hap,4.0,3.0,3.0,Um.
Ses03M_impro02_F001,8.755,16.5375,xxx,3.5,3.5,3.5,"How's it- going?  Oh I'm so tired.  Oh, I just woke up. Mmm."
Ses03M_impro02_F002,17.0722,19.3803,xxx,4.0,3.0,3.5,What's going on?
Ses03M_impro02_F003,20.0369,22.7032,hap,4.0,3.0,3.0,Why the sad face?
Ses03M_impro02_F004,30.0852,34.4229,sur,2.5,2.5,3.0,Where?  Who?  What are you talking about?
Ses03M_impro02_F005,37.3677,39.1784,sur,2.0,3.0,3.0,Next week?
Ses03M_impro02_F006,39.258,41.5661,xxx,2.0,3.0,3.0,Overseas?
Ses03M_impro02_F007,44.113,46.6997,xxx,2.0,2.5,3.0,For how long this time?
Ses03M_impro02_F008,48.1522,56.8077,xxx,1.0,4.0,4.5,What?  What do you mean two to three years?  Don't they know that you have a wife and an expectant child?
Ses03M_impro02_F009,58.7975,61.1454,fru,2.0,3.0,3.5,Honey--
Ses03M_impro02_F010,61.6826,67.3137,fru,1.5,3.5,4.0,You can't.  We need you.  I need you.
Ses03M_impro02_F011,71.8503,75.1931,fru,1.5,3.0,3.5,I don't care about the money.
Ses03M_impro02_F012,75.9492,81.3415,xxx,1.5,3.0,4.0,And you're leaving next week so you won't even be here for Anna's birth?
Ses03M_impro02_F013,81.441,84.0675,sad,2.0,2.5,3.0,Do this whole thing by myself?
Ses03M_impro02_F014,84.1073,87.5694,sad,1.5,3.0,3.5,Carry her for nine months and then yes.
Ses03M_impro02_F015,93.678,97.4785,sad,1.5,2.5,3.5,It's not the same thing.  It's not like having you here.
Ses03M_impro02_F016,101.0401,103.8875,sad,1.5,2.0,3.0,I can't do this.
Ses03M_impro02_F017,110.0339,113.51,sad,1.5,2.5,3.5,I'm sick of being strong-- --for us.
Ses03M_impro02_F018,119.5648,123.0071,fru,1.5,3.5,3.5,You can say no?
Ses03M_impro02_F019,123.9423,131.384,fru,1.5,4.0,4.0,You could.  You really could.  You could-- --get into another line of work.  I could start working after Anna's born?
Ses03M_impro02_F020,132.4585,134.6074,fru,1.5,1.5,3.0,I know.
Ses03M_impro02_F021,139.9201,144.4325,xxx,2.0,3.0,3.5,Happiness for me is having you here with me
Ses03M_impro02_F022,144.5548,150.8439,sad,2.0,3.5,3.5,"and watch our child grow, see her take her first steps, her first words."
Ses03M_impro02_F023,152.0377,154.8035,sad,1.5,3.0,3.5,You said two years.
Ses03M_impro02_F024,157.755,163.96,sad,2.0,4.0,4.0,A whole year? --We're not talking about like a couple months here.  I mean this is a whole year.
Ses03M_impro02_F025,166.0059,168.7915,sad,1.5,3.0,3.5,What could happen in a year?
Ses03M_impro02_F026,168.9905,175.895,sad,1.5,3.5,4.0,And this isn't the first time you know?  I mean you always...sending you off to different places and...
Ses03M_impro02_F027,180.4714,185.227,sad,1.5,2.5,2.0,I don't know if that's how I want to live my life.
Ses03M_impro02_F028,190.7187,203.06,sad,1.5,3.0,4.0,"Joe I'm serious I don't want to have to have a little girl to tell...asking every day where's daddy, where's daddy and have to tell her that he's away--"
Ses03M_impro02_F029,203.16,206.5572,sad,2.0,3.0,3.5,far away and he won't be here.
Ses03M_impro02_F030,207.373,213.004,sad,1.5,3.0,4.0,I'm done.  I can't honey.
Ses03M_impro02_F031,218.0779,221.1621,sad,1.5,2.0,3.0,It's over.
Ses03M_impro02_F032,221.7988,225.5594,sad,1.5,2.5,3.5,Honey I can't do it anymore.
Ses03M_impro02_F033,228.0069,232.6828,sad,1.5,3.5,4.0,I need you here.  Anna needs you.
Ses03M_impro02_F034,236.4832,238.2342,sad,2.0,3.5,4.0,yeah.
Ses03M_impro02_F035,238.274,241.09,fru,1.5,4.0,4.0,"Priorities honey, priorities."
Ses03M_impro02_F036,243.527,248.2228,fru,2.0,3.5,3.5,You're smart.  You could go back to school--
Ses03M_impro02_F037,249.3769,254.155,fru,2.5,3.5,3.5,finish your Master's that you were started never finished.
Ses03M_impro02_M000,5.7703,9.1927,sad,2.5,2.0,2.5,Hey sweetie.
Ses03M_impro02_M001,18.5048,20.6139,sad,2.5,2.0,2.0,Hey.
Ses03M_impro02_M002,21.6685,24.6731,sad,2.5,2.5,3.0,"Uh, -Um"
Ses03M_impro02_M003,24.7924,29.4375,sad,2.0,2.5,3.0,they need me out there sooner than I thought
Ses03M_impro02_M004,33.8658,38.4223,sad,2.0,2.5,3.0,They want to deploy me next week.
Ses03M_impro02_M005,42.6008,44.6702,sad,2.5,2.0,2.5,For--
Ses03M_impro02_M006,46.065,48.8288,sad,2.0,2.0,3.0,They said anywhere from two to three years.
Ses03M_impro02_M007,56.11,59.2949,xxx,1.5,2.0,3.5,I told them that but they--
Ses03M_impro02_M008,59.8123,62.976,fru,2.0,2.5,3.0,--need me on the specialist honey.
Ses03M_impro02_M009,66.657,69.7412,fru,2.0,2.5,3.0,"I don't want to go but,-"
Ses03M_impro02_M010,69.7412,75.3921,fru,2.0,3.0,3.0,but they said they'd increase my pay by triple-there promotion.
Ses03M_impro02_M011,80.665,82.9532,sad,1.5,2.0,3.0,No.
Ses03M_impro02_M012,83.7292,86.9924,sad,2.0,2.5,3.5,Honey you're not going to be by yourself--
Ses03M_impro02_M013,87.4501,94.32,neu,2.5,3.0,3.5,"We'll have internet set up, we'll get web cameras and everything.  My whole family's here too."
Ses03M_impro02_M014,97.2198,100.0452,xxx,2.0,2.5,3.0,Honey.
Ses03M_impro02_M015,103.4425,109.3425,neu,2.0,3.0,4.0,"You can do it.  Alright?  You can, you can be strong, you can be strong for both of us alright?"
Ses03M_impro02_M016,110.0538,113.2175,sad,1.5,3.0,3.0,I don't know what to do.
Ses03M_impro02_M017,113.2175,116.5975,fru,2.0,3.0,3.5,I don't want to - I don't- I don't want to go.
Ses03M_impro02_M018,117.3164,120.5199,fru,2.0,2.5,3.0,What am I supposed to do?
Ses03M_impro02_M019,122.3903,124.7875,sad,2.0,3.0,3.5,You know I can't say no.
Ses03M_impro02_M020,126.675,129.7524,fru,2.0,2.0,2.5,The last guy who said no was fired.
Ses03M_impro02_M021,130.1702,133.8115,fru,2.0,2.5,3.5,I put in fifteen years in this job.
Ses03M_impro02_M022,133.8115,137.2725,fru,2.0,3.0,3.5,I'm so close.  Five more years and I retire-
Ses03M_impro02_M023,137.365,140.0196,fru,3.0,2.5,2.5,and we'll have that happy life.
Ses03M_impro02_M024,149.8888,153.1918,sad,2.0,2.5,2.5,Honey after a year I can be back.
Ses03M_impro02_M025,153.7887,157.1713,sad,2.0,3.0,3.0,They want me there two years but I could probably get
Ses03M_impro02_M026,157.1713,161.2304,sad,2.0,2.5,3.0,maybe get some vacation-- --once it quiets down there.
Ses03M_impro02_M027,163.3396,167.14,sad,2.0,2.5,3.5,I know.  I know.  But they really need some good guys there.
Ses03M_impro02_M028,176.9098,180.9092,sad,2.5,2.0,2.5,Well that's the kind of work I'm in honey.
Ses03M_impro02_M029,184.8887,190.9177,sad,2.5,2.5,3.0,It's just going to be--it's going to go faster than you think.
Ses03M_impro02_M030,204.0501,207.6516,sad,2.5,3.0,2.5,You tell her-- [BREATHING]
Ses03M_impro02_M031,212.3872,215.6703,sad,2.0,2.5,2.5,What do you mean?
Ses03M_impro02_M032,220.1672,222.5325,sur,1.5,3.5,4.0,What?
Ses03M_impro02_M033,223.6294,227.8477,sur,2.0,3.5,4.0,Are you kidding me?  No.
Ses03M_impro02_M034,231.9864,237.04,fru,2.0,3.0,4.0,So I have--you want me to choose between you guys or my career?
Ses03M_impro02_M035,237.1797,239.7067,fru,1.5,2.5,3.5,What am I going to do?
